ZICDFULLID,ICD_GROUP,ICD_GROUP_DESC,ZICD3CHARID,ICD3CHAR_DESC,SHORTDESC
Y107,Y10-Y34,"Event of undetermined intent
",Y10,"Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent",Farm
Y108,Y10-Y34,"Event of undetermined intent
",Y10,"Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent",Other specified place
Y109,Y10-Y34,"Event of undetermined intent
",Y10,"Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent",Unspecified place
Y11,Y10-Y34,"Event of undetermined intent
",Y11,"Poisoning by and exposure to antiepileptic, sedative-hypnotic, anti-Parkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent","Poisoning by and exposure to antiepileptic, sedative-hypnotic, anti-Parkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"
Y110,Y10-Y34,"Event of undetermined intent
",Y11,"Poisoning by and exposure to antiepileptic, sedative-hypnotic, anti-Parkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent",Home
Y111,Y10-Y34,"Event of undetermined intent
",Y11,"Poisoning by and exposure to antiepileptic, sedative-hypnotic, anti-Parkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent",Residential institution
Y112,Y10-Y34,"Event of undetermined intent
",Y11,"Poisoning by and exposure to antiepileptic, sedative-hypnotic, anti-Parkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent","School, other institution and public administrative area"
Y113,Y10-Y34,"Event of undetermined intent
",Y11,"Poisoning by and exposure to antiepileptic, sedative-hypnotic, anti-Parkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent",Sports and athletics area
Y114,Y10-Y34,"Event of undetermined intent
",Y11,"Poisoning by and exposure to antiepileptic, sedative-hypnotic, anti-Parkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent",Street and highway
Y115,Y10-Y34,"Event of undetermined intent
",Y11,"Poisoning by and exposure to antiepileptic, sedative-hypnotic, anti-Parkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent",Trade and service area
Y116,Y10-Y34,"Event of undetermined intent
",Y11,"Poisoning by and exposure to antiepileptic, sedative-hypnotic, anti-Parkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent",Industrial and construction area
Y117,Y10-Y34,"Event of undetermined intent
",Y11,"Poisoning by and exposure to antiepileptic, sedative-hypnotic, anti-Parkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent",Farm
Y118,Y10-Y34,"Event of undetermined intent
",Y11,"Poisoning by and exposure to antiepileptic, sedative-hypnotic, anti-Parkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent",Other specified place
Y119,Y10-Y34,"Event of undetermined intent
",Y11,"Poisoning by and exposure to antiepileptic, sedative-hypnotic, anti-Parkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent",Unspecified place
Y12,Y10-Y34,"Event of undetermined intent
",Y12,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent","Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"
Y120,Y10-Y34,"Event of undetermined intent
",Y12,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Home
Y121,Y10-Y34,"Event of undetermined intent
",Y12,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Residential institution
Y122,Y10-Y34,"Event of undetermined intent
",Y12,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent","School, other institution and public administrative area"
Y123,Y10-Y34,"Event of undetermined intent
",Y12,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Sports and athletics area
Y124,Y10-Y34,"Event of undetermined intent
",Y12,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Street and highway
Y125,Y10-Y34,"Event of undetermined intent
",Y12,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Trade and service area
Y126,Y10-Y34,"Event of undetermined intent
",Y12,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Industrial and construction area
Y127,Y10-Y34,"Event of undetermined intent
",Y12,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Farm
Y128,Y10-Y34,"Event of undetermined intent
",Y12,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Other specified place
Y129,Y10-Y34,"Event of undetermined intent
",Y12,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Unspecified place
Y13,Y10-Y34,"Event of undetermined intent
",Y13,"Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent","Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent"
Y130,Y10-Y34,"Event of undetermined intent
",Y13,"Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent",Home
Y131,Y10-Y34,"Event of undetermined intent
",Y13,"Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent",Residential institution
Y132,Y10-Y34,"Event of undetermined intent
",Y13,"Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent","School, other institution and public administrative area"
Y133,Y10-Y34,"Event of undetermined intent
",Y13,"Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent",Sports and athletics area
Y134,Y10-Y34,"Event of undetermined intent
",Y13,"Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent",Street and highway
Y135,Y10-Y34,"Event of undetermined intent
",Y13,"Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent",Trade and service area
Y136,Y10-Y34,"Event of undetermined intent
",Y13,"Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent",Industrial and construction area
Y137,Y10-Y34,"Event of undetermined intent
",Y13,"Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent",Farm
Y138,Y10-Y34,"Event of undetermined intent
",Y13,"Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent",Other specified place
Y139,Y10-Y34,"Event of undetermined intent
",Y13,"Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent",Unspecified place
Y14,Y10-Y34,"Event of undetermined intent
",Y14,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent","Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"
Y140,Y10-Y34,"Event of undetermined intent
",Y14,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Home
Y141,Y10-Y34,"Event of undetermined intent
",Y14,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Residential institution
Y142,Y10-Y34,"Event of undetermined intent
",Y14,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent","School, other institution and public administrative area"
Y143,Y10-Y34,"Event of undetermined intent
",Y14,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Sports and athletics area
Y144,Y10-Y34,"Event of undetermined intent
",Y14,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Street and highway
Y145,Y10-Y34,"Event of undetermined intent
",Y14,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Trade and service area
Y146,Y10-Y34,"Event of undetermined intent
",Y14,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Industrial and construction area
Y147,Y10-Y34,"Event of undetermined intent
",Y14,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Farm
Y148,Y10-Y34,"Event of undetermined intent
",Y14,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Other specified place
Y149,Y10-Y34,"Event of undetermined intent
",Y14,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Unspecified place
Y15,Y10-Y34,"Event of undetermined intent
",Y15,"Poisoning by and exposure to alcohol, undetermined intent","Poisoning by and exposure to alcohol, undetermined intent"
Y150,Y10-Y34,"Event of undetermined intent
",Y15,"Poisoning by and exposure to alcohol, undetermined intent",Home
Y151,Y10-Y34,"Event of undetermined intent
",Y15,"Poisoning by and exposure to alcohol, undetermined intent",Residential institution
Y152,Y10-Y34,"Event of undetermined intent
",Y15,"Poisoning by and exposure to alcohol, undetermined intent","School, other institution and public administrative area"
Y153,Y10-Y34,"Event of undetermined intent
",Y15,"Poisoning by and exposure to alcohol, undetermined intent",Sports and athletics area
Y154,Y10-Y34,"Event of undetermined intent
",Y15,"Poisoning by and exposure to alcohol, undetermined intent",Street and highway
Y155,Y10-Y34,"Event of undetermined intent
",Y15,"Poisoning by and exposure to alcohol, undetermined intent",Trade and service area
Y156,Y10-Y34,"Event of undetermined intent
",Y15,"Poisoning by and exposure to alcohol, undetermined intent",Industrial and construction area
Y157,Y10-Y34,"Event of undetermined intent
",Y15,"Poisoning by and exposure to alcohol, undetermined intent",Farm
Y158,Y10-Y34,"Event of undetermined intent
",Y15,"Poisoning by and exposure to alcohol, undetermined intent",Other specified place
Y159,Y10-Y34,"Event of undetermined intent
",Y15,"Poisoning by and exposure to alcohol, undetermined intent",Unspecified place
Y16,Y10-Y34,"Event of undetermined intent
",Y16,"Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent","Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent"
Y160,Y10-Y34,"Event of undetermined intent
",Y16,"Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent",Home
Y161,Y10-Y34,"Event of undetermined intent
",Y16,"Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent",Residential institution
Y162,Y10-Y34,"Event of undetermined intent
",Y16,"Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent","School, other institution and public administrative area"
Y163,Y10-Y34,"Event of undetermined intent
",Y16,"Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent",Sports and athletics area
Y164,Y10-Y34,"Event of undetermined intent
",Y16,"Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent",Street and highway
Y165,Y10-Y34,"Event of undetermined intent
",Y16,"Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent",Trade and service area
Y166,Y10-Y34,"Event of undetermined intent
",Y16,"Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent",Industrial and construction area
Y167,Y10-Y34,"Event of undetermined intent
",Y16,"Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent",Farm
Y168,Y10-Y34,"Event of undetermined intent
",Y16,"Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent",Other specified place
Y169,Y10-Y34,"Event of undetermined intent
",Y16,"Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent",Unspecified place
Y17,Y10-Y34,"Event of undetermined intent
",Y17,"Poisoning by and exposure to other gases and vapours, undetermined intent","Poisoning by and exposure to other gases and vapours, undetermined intent"
Y170,Y10-Y34,"Event of undetermined intent
",Y17,"Poisoning by and exposure to other gases and vapours, undetermined intent",Home
Y171,Y10-Y34,"Event of undetermined intent
",Y17,"Poisoning by and exposure to other gases and vapours, undetermined intent",Residential institution
